CustomerKey,CustomerID,CustomerName,Segment,Country,EffectiveDate,ExpiryDate,IsCurrent
19726,CUST014324,Yuki Brown,Consumer,Brazil,9/15/2021,12/31/9999,TRUE
19727,CUST014325,Evergreen Robotics LLC,Startup,Italy,2/26/2018,12/31/9999,TRUE
19728,CUST014326,Redwood Industries Group,SMB,Germany,3/5/2018,5/18/2020,FALSE
19729,CUST014326,Redwood Industries Group,SMB,Japan,5/19/2020,7/29/2022,FALSE
19730,CUST014326,Redwood Industries Group,Mid-Market,Japan,7/30/2022,12/31/9999,TRUE
19731,CUST014327,Meridian Solutions Holdings,Education,France,5/26/2020,12/31/9999,TRUE
19732,CUST014328,Prime Networks Ltd,Startup,Brazil,8/5/2020,12/31/9999,TRUE
19733,CUST014329,Meridian Financial LLC,Government,Netherlands,7/28/2018,9/8/2019,FALSE
19734,CUST014329,Meridian Financial LLC,Government,Netherlands,9/9/2019,12/31/9999,TRUE
19735,CUST014330,Prime Manufacturing Co,Enterprise,Netherlands,8/7/2018,12/31/9999,TRUE
19736,CUST014331,Pioneer Logistics Group,Enterprise,Chile,8/2/2020,12/31/9999,TRUE
19737,CUST014332,Northern Pharma PLC,SMB,Italy,3/12/2020,12/15/2020,FALSE
19738,CUST014332,Northern Pharma PLC,Consumer,China,12/16/2020,12/31/9999,TRUE
19739,CUST014333,Global Dynamics Ltd,SMB,Brazil,1/16/2018,12/31/9999,TRUE
19740,CUST014334,Northern Solutions LLC,SMB,Spain,7/28/2019,8/22/2021,FALSE
19741,CUST014334,Northern Solutions LLC,Startup,Spain,8/23/2021,6/23/2022,FALSE
19742,CUST014334,Northern Solutions LLC,Startup,United Kingdom,6/24/2022,12/31/9999,TRUE
19743,CUST014335,Onyx Robotics Co,Mid-Market,Chile,6/19/2022,5/7/2024,FALSE
19744,CUST014335,Onyx Robotics Co,SMB,Canada,5/8/2024,12/31/9999,TRUE
19745,CUST014336,Sterling Foods Inc,Education,Japan,12/12/2018,12/31/9999,TRUE
19746,CUST014337,Cascade Networks Ltd,Mid-Market,Mexico,1/20/2021,12/31/9999,TRUE
19747,CUST014338,Onyx Systems PLC,Enterprise,Germany,12/11/2022,8/9/2023,FALSE
19748,CUST014338,Onyx Systems PLC,Enterprise,Germany,8/10/2023,2/19/2024,FALSE
19749,CUST014338,Onyx Systems PLC,Government,Germany,2/20/2024,12/31/9999,TRUE
19750,CUST014339,Cobalt Textiles Ltd,SMB,Germany,1/24/2020,12/31/9999,TRUE
19751,CUST014340,Halcyon Financial Co,Enterprise,Argentina,7/19/2022,12/31/9999,TRUE
19752,CUST014341,Cobalt Textiles Co,Enterprise,China,4/13/2020,12/31/9999,TRUE
19753,CUST014342,Hans Lee,Consumer,China,12/2/2020,2/4/2023,FALSE
19754,CUST014342,Hans Lee,Consumer,China,2/5/2023,12/31/9999,TRUE
19755,CUST014343,Summit Financial Corp,Enterprise,Mexico,7/6/2019,12/31/9999,TRUE
19756,CUST014344,Prime Energy Ltd,Government,Australia,1/23/2022,12/31/9999,TRUE
19757,CUST014345,Horizon Financial Inc,Mid-Market,Spain,11/14/2021,12/31/9999,TRUE
19758,CUST014346,Cascade Manufacturing PLC,Mid-Market,Brazil,11/2/2022,12/31/9999,TRUE
19759,CUST014347,Nova Health PLC,Government,Argentina,3/21/2019,12/31/9999,TRUE
19760,CUST014348,Horizon Analytics Co,Government,Argentina,7/12/2019,12/31/9999,TRUE
19761,CUST014349,Pioneer Dynamics PLC,Government,Australia,6/2/2021,12/31/2021,FALSE
19762,CUST014349,Pioneer Dynamics PLC,SMB,United Kingdom,1/1/2022,12/31/9999,TRUE
19763,CUST014350,Summit Pharma Ltd,Startup,Mexico,6/19/2021,11/18/2023,FALSE
19764,CUST014350,Summit Pharma Ltd,Mid-Market,Mexico,11/19/2023,12/31/9999,TRUE
19765,CUST014351,Atlas Financial Co,Startup,China,3/27/2018,5/6/2019,FALSE
19766,CUST014351,Atlas Financial Co,Government,China,5/7/2019,9/25/2021,FALSE
19767,CUST014351,Atlas Financial Co,Consumer,Brazil,9/26/2021,12/31/9999,TRUE
19768,CUST014352,Cobalt Systems Co,Education,United States,6/11/2019,1/18/2021,FALSE
19769,CUST014352,Cobalt Systems Co,Startup,United States,1/19/2021,7/31/2021,FALSE
19770,CUST014352,Cobalt Systems Co,Startup,United States,8/1/2021,12/31/9999,TRUE
19771,CUST014353,Nova Health LLC,Education,Argentina,3/9/2021,12/31/9999,TRUE
19772,CUST014354,Summit Software Co,Enterprise,Argentina,5/10/2019,12/31/9999,TRUE
19773,CUST014355,Pacific Robotics Corp,Enterprise,Singapore,8/26/2019,12/31/9999,TRUE
19774,CUST014356,Pacific Dynamics Inc,Government,China,10/24/2021,12/31/9999,TRUE
19775,CUST014357,Pacific Financial Inc,Enterprise,Canada,6/9/2019,2/9/2021,FALSE
19776,CUST014357,Pacific Financial Inc,Enterprise,Canada,2/10/2021,12/31/9999,TRUE
19777,CUST014358,Prime Health LLC,Enterprise,Canada,4/2/2018,12/31/9999,TRUE
19778,CUST014359,Quantum Logistics Inc,Startup,China,9/2/2021,12/31/9999,TRUE
19779,CUST014360,Global Dynamics Holdings,Mid-Market,Chile,8/12/2020,12/31/9999,TRUE
19780,CUST014361,Sterling Software Ltd,Enterprise,Spain,11/16/2021,12/31/9999,TRUE
19781,CUST014362,David Brown,Consumer,Australia,12/20/2018,1/24/2020,FALSE
19782,CUST014362,David Brown,Consumer,Australia,1/25/2020,12/31/9999,TRUE
19783,CUST014363,Thomas Rodriguez,Consumer,Japan,1/19/2021,12/29/2021,FALSE
19784,CUST014363,Thomas Rodriguez,Consumer,Japan,12/30/2021,12/31/9999,TRUE
19785,CUST014364,Horizon Health Corp,Government,Brazil,8/6/2020,12/31/9999,TRUE
19786,CUST014365,Onyx Networks Corp,Government,China,9/10/2018,12/31/9999,TRUE
19787,CUST014366,Quantum Pharma Group,SMB,Spain,12/11/2018,4/5/2020,FALSE
19788,CUST014366,Quantum Pharma Group,SMB,Spain,4/6/2020,12/31/9999,TRUE
19789,CUST014367,Jessica Johnson,Consumer,Spain,1/14/2021,1/16/2023,FALSE
19790,CUST014367,Jessica Johnson,Mid-Market,Spain,1/17/2023,7/12/2024,FALSE
19791,CUST014367,Jessica Johnson,Mid-Market,Spain,7/13/2024,12/31/9999,TRUE
19792,CUST014368,Omar Rodriguez,Consumer,India,12/11/2018,12/31/9999,TRUE
19793,CUST014369,Michael Haddad,Consumer,China,10/28/2018,11/19/2019,FALSE
19794,CUST014369,Michael Haddad,Consumer,Argentina,11/20/2019,12/31/9999,TRUE
19795,CUST014370,Atlas Analytics Co,Education,Canada,2/5/2021,4/14/2023,FALSE
19796,CUST014370,Atlas Analytics Co,Education,China,4/15/2023,12/31/9999,TRUE
19797,CUST014371,Cobalt Robotics Ltd,Government,Germany,5/12/2018,9/29/2020,FALSE
19798,CUST014371,Cobalt Robotics Ltd,Enterprise,Germany,9/30/2020,6/16/2021,FALSE
19799,CUST014371,Cobalt Robotics Ltd,Enterprise,Germany,6/17/2021,12/31/9999,TRUE
19800,CUST014372,Pacific Robotics PLC,Mid-Market,Italy,10/15/2018,1/4/2021,FALSE
19801,CUST014372,Pacific Robotics PLC,Consumer,France,1/5/2021,12/18/2022,FALSE
19802,CUST014372,Pacific Robotics PLC,Education,France,12/19/2022,12/31/9999,TRUE
19803,CUST014373,Nova Analytics Holdings,Government,United States,5/3/2021,12/31/9999,TRUE
19804,CUST014374,Jennifer Patel,Consumer,Mexico,7/19/2018,12/31/9999,TRUE
19805,CUST014375,Onyx Logistics Co,Education,Germany,8/19/2022,12/31/9999,TRUE
19806,CUST014376,Quantum Consulting Ltd,SMB,Argentina,8/23/2021,12/31/9999,TRUE
19807,CUST014377,Redwood Financial Ltd,Government,United Kingdom,11/22/2018,12/31/9999,TRUE
19808,CUST014378,Pacific Textiles Holdings,Government,Singapore,6/9/2021,3/22/2023,FALSE
19809,CUST014378,Pacific Textiles Holdings,Education,Singapore,3/23/2023,12/31/9999,TRUE
19810,CUST014379,Prime Energy Group,Enterprise,Netherlands,7/4/2018,4/22/2019,FALSE
19811,CUST014379,Prime Energy Group,Consumer,Netherlands,4/23/2019,12/31/9999,TRUE
19812,CUST014380,Vertex Systems Group,Enterprise,Spain,10/15/2020,12/31/9999,TRUE
19813,CUST014381,Vertex Manufacturing PLC,Enterprise,Canada,6/8/2019,12/31/9999,TRUE
19814,CUST014382,Meridian Analytics Group,SMB,Argentina,1/1/2019,12/31/9999,TRUE
19815,CUST014383,Horizon Solutions Inc,Mid-Market,France,8/14/2021,12/31/9999,TRUE
19816,CUST014384,Global Logistics Corp,Enterprise,Singapore,10/16/2020,12/31/9999,TRUE
19817,CUST014385,Horizon Health Group,Education,Netherlands,7/23/2020,12/28/2021,FALSE
19818,CUST014385,Horizon Health Group,Consumer,Brazil,12/29/2021,12/31/9999,TRUE
19819,CUST014386,Nova Consulting Group,SMB,Italy,12/17/2020,5/17/2023,FALSE
19820,CUST014386,Nova Consulting Group,SMB,Italy,5/18/2023,12/26/2024,FALSE
19821,CUST014386,Nova Consulting Group,SMB,Chile,12/27/2024,12/31/9999,TRUE
19822,CUST014387,Vertex Systems Inc,Startup,Japan,4/24/2022,2/12/2023,FALSE
19823,CUST014387,Vertex Systems Inc,Startup,United Kingdom,2/13/2023,12/31/9999,TRUE
19824,CUST014388,Summit Systems LLC,Education,United States,3/6/2022,12/31/9999,TRUE
19825,CUST014389,Cascade Financial Co,SMB,Canada,1/3/2022,12/31/9999,TRUE
19826,CUST014390,Northern Health LLC,Education,Japan,2/4/2018,12/31/9999,TRUE
19827,CUST014391,Pioneer Energy Co,Enterprise,Chile,7/7/2019,12/31/9999,TRUE
19828,CUST014392,Evergreen Retail Corp,Startup,Netherlands,8/11/2022,12/31/9999,TRUE
19829,CUST014393,Cascade Pharma Holdings,Startup,China,11/5/2022,12/31/9999,TRUE
19830,CUST014394,Patricia Silva,Consumer,Japan,1/4/2018,12/31/9999,TRUE
19831,CUST014395,Nova Energy LLC,Startup,Mexico,5/3/2022,12/31/9999,TRUE
19832,CUST014396,Pacific Systems Holdings,Education,Argentina,4/18/2021,12/31/9999,TRUE
19833,CUST014397,Nova Software Corp,SMB,China,7/25/2020,12/31/9999,TRUE
19834,CUST014398,Global Health Holdings,Enterprise,India,10/4/2019,11/28/2021,FALSE
19835,CUST014398,Global Health Holdings,Enterprise,Singapore,11/29/2021,12/31/9999,TRUE
19836,CUST014399,Pacific Foods Inc,Education,China,11/18/2020,12/31/9999,TRUE
19837,CUST014400,Pioneer Logistics PLC,Startup,Singapore,10/27/2022,7/23/2023,FALSE
19838,CUST014400,Pioneer Logistics PLC,Education,Singapore,7/24/2023,12/31/9999,TRUE
19839,CUST014401,Global Financial Corp,Enterprise,France,11/20/2018,8/30/2020,FALSE
19840,CUST014401,Global Financial Corp,Mid-Market,France,8/31/2020,12/31/9999,TRUE
19841,CUST014402,Quantum Retail Ltd,SMB,Singapore,10/17/2022,12/31/9999,TRUE
19842,CUST014403,Redwood Networks Co,Education,France,4/4/2021,12/31/9999,TRUE
19843,CUST014404,Northern Foods Holdings,Mid-Market,Spain,3/23/2020,9/6/2022,FALSE
19844,CUST014404,Northern Foods Holdings,Mid-Market,Mexico,9/7/2022,12/31/9999,TRUE
19845,CUST014405,Pioneer Health LLC,Enterprise,Netherlands,10/14/2021,10/7/2022,FALSE
19846,CUST014405,Pioneer Health LLC,Enterprise,Netherlands,10/8/2022,12/31/9999,TRUE
19847,CUST014406,Halcyon Networks Inc,Startup,India,4/5/2022,12/31/9999,TRUE
19848,CUST014407,Horizon Consulting Corp,Startup,Mexico,4/24/2022,12/31/9999,TRUE
19849,CUST014408,Ingrid Okafor,Consumer,Italy,8/11/2018,12/31/9999,TRUE
19850,CUST014409,Horizon Networks Inc,Government,Germany,4/19/2020,12/31/9999,TRUE
19851,CUST014410,Evergreen Systems Holdings,SMB,France,10/21/2019,12/31/9999,TRUE
19852,CUST014411,Pioneer Consulting LLC,SMB,Netherlands,1/23/2018,1/30/2020,FALSE
19853,CUST014411,Pioneer Consulting LLC,SMB,Netherlands,1/31/2020,1/22/2022,FALSE
19854,CUST014411,Pioneer Consulting LLC,SMB,Netherlands,1/23/2022,12/31/9999,TRUE
19855,CUST014412,Redwood Systems LLC,Government,China,12/25/2018,12/31/9999,TRUE
19856,CUST014413,Sterling Software PLC,Government,India,7/19/2019,12/31/9999,TRUE
19857,CUST014414,Atlas Consulting Co,Education,United States,5/11/2018,12/31/9999,TRUE
19858,CUST014415,Patricia Ivanov,Consumer,United States,6/23/2020,12/31/9999,TRUE
19859,CUST014416,Atlas Financial LLC,Enterprise,Italy,1/24/2018,12/31/9999,TRUE
19860,CUST014417,Priya Smith,Consumer,Japan,5/1/2019,3/29/2021,FALSE
19861,CUST014417,Priya Smith,Consumer,Brazil,3/30/2021,2/16/2023,FALSE
19862,CUST014417,Priya Smith,Education,Brazil,2/17/2023,12/31/9999,TRUE
19863,CUST014418,Meridian Media Group,Mid-Market,Chile,12/10/2019,12/31/9999,TRUE
19864,CUST014419,Quantum Software Holdings,Government,Germany,12/5/2020,12/31/9999,TRUE
19865,CUST014420,Atlas Networks Corp,Mid-Market,Australia,5/20/2020,9/30/2022,FALSE
19866,CUST014420,Atlas Networks Corp,Consumer,Chile,10/1/2022,12/31/9999,TRUE
19867,CUST014421,Pioneer Industries PLC,Mid-Market,France,8/13/2022,12/31/9999,TRUE
19868,CUST014422,Horizon Health Corp,Enterprise,Netherlands,10/3/2021,12/31/9999,TRUE
19869,CUST014423,Vertex Foods LLC,Startup,Australia,11/18/2020,2/23/2023,FALSE
19870,CUST014423,Vertex Foods LLC,Startup,Australia,2/24/2023,12/31/9999,TRUE
19871,CUST014424,Quantum Pharma Co,Enterprise,Argentina,1/28/2019,8/21/2020,FALSE
19872,CUST014424,Quantum Pharma Co,Enterprise,Argentina,8/22/2020,12/31/9999,TRUE
19873,CUST014425,Apex Robotics Ltd,Education,Chile,6/6/2018,12/31/9999,TRUE
19874,CUST014426,Sterling Analytics Co,SMB,Mexico,11/23/2022,4/23/2025,FALSE
19875,CUST014426,Sterling Analytics Co,SMB,Mexico,4/24/2025,12/31/9999,TRUE
19876,CUST014427,Pacific Logistics LLC,Education,Mexico,7/15/2020,3/31/2021,FALSE
19877,CUST014427,Pacific Logistics LLC,Education,Mexico,4/1/2021,8/3/2022,FALSE
19878,CUST014427,Pacific Logistics LLC,Education,France,8/4/2022,12/31/9999,TRUE
19879,CUST014428,Cobalt Logistics LLC,SMB,Australia,7/19/2022,10/1/2024,FALSE
19880,CUST014428,Cobalt Logistics LLC,Enterprise,Australia,10/2/2024,12/31/9999,TRUE
19881,CUST014429,Northern Solutions Corp,Government,Argentina,11/2/2018,12/31/9999,TRUE
19882,CUST014430,Pioneer Textiles Holdings,Enterprise,Netherlands,9/9/2018,4/15/2020,FALSE
19883,CUST014430,Pioneer Textiles Holdings,Education,Australia,4/16/2020,12/31/9999,TRUE
19884,CUST014431,Northern Financial Group,Education,Chile,8/13/2022,12/31/9999,TRUE
19885,CUST014432,Northern Analytics Inc,Education,Japan,7/17/2019,12/20/2020,FALSE
19886,CUST014432,Northern Analytics Inc,Education,Japan,12/21/2020,12/31/9999,TRUE
19887,CUST014433,Joseph Sato,Consumer,United Kingdom,10/28/2022,12/31/9999,TRUE
19888,CUST014434,Cobalt Consulting Holdings,SMB,Japan,2/15/2018,12/31/9999,TRUE
19889,CUST014435,Pioneer Pharma Corp,SMB,Germany,1/10/2019,10/7/2019,FALSE
19890,CUST014435,Pioneer Pharma Corp,Government,Brazil,10/8/2019,12/31/9999,TRUE
19891,CUST014436,Quantum Financial Inc,Government,United Kingdom,8/14/2020,12/31/9999,TRUE
19892,CUST014437,Linda Brown,Consumer,France,7/24/2018,12/31/9999,TRUE
19893,CUST014438,Pacific Networks Corp,Mid-Market,France,11/18/2021,11/17/2022,FALSE
19894,CUST014438,Pacific Networks Corp,Mid-Market,France,11/18/2022,12/31/9999,TRUE
19895,CUST014439,Cobalt Financial Co,Government,Netherlands,5/23/2018,12/31/9999,TRUE
19896,CUST014440,Pacific Manufacturing Group,Startup,Spain,5/24/2019,12/31/9999,TRUE
19897,CUST014441,Atlas Retail Holdings,SMB,United Kingdom,1/19/2019,12/31/9999,TRUE
19898,CUST014442,Summit Systems Holdings,SMB,China,3/2/2019,4/30/2021,FALSE
19899,CUST014442,Summit Systems Holdings,SMB,China,5/1/2021,12/31/9999,TRUE
19900,CUST014443,Sarah Johnson,Consumer,Argentina,9/18/2020,5/24/2021,FALSE
19901,CUST014443,Sarah Johnson,Consumer,Argentina,5/25/2021,12/31/9999,TRUE
19902,CUST014444,Carlos Khan,Consumer,Argentina,12/11/2018,12/31/9999,TRUE
19903,CUST014445,Apex Retail Group,Mid-Market,China,7/13/2021,12/31/9999,TRUE
19904,CUST014446,Quantum Motors Group,Startup,France,12/3/2020,12/31/9999,TRUE
19905,CUST014447,Onyx Networks LLC,Startup,Italy,2/23/2020,12/31/9999,TRUE
19906,CUST014448,Evergreen Motors Ltd,Education,Spain,1/26/2021,9/8/2022,FALSE
19907,CUST014448,Evergreen Motors Ltd,Enterprise,Spain,9/9/2022,12/31/9999,TRUE
19908,CUST014449,Atlas Retail Corp,SMB,Italy,12/18/2019,12/31/9999,TRUE
19909,CUST014450,Atlas Textiles Co,Enterprise,India,10/23/2018,7/17/2019,FALSE
19910,CUST014450,Atlas Textiles Co,Education,Brazil,7/18/2019,12/31/9999,TRUE
19911,CUST014451,Sterling Energy Co,Startup,Chile,9/4/2019,5/10/2020,FALSE
19912,CUST014451,Sterling Energy Co,SMB,Brazil,5/11/2020,12/31/9999,TRUE
19913,CUST014452,Robert Ivanov,Consumer,Japan,12/3/2018,3/26/2021,FALSE
19914,CUST014452,Robert Ivanov,Startup,Brazil,3/27/2021,7/23/2023,FALSE
19915,CUST014452,Robert Ivanov,Mid-Market,Brazil,7/24/2023,12/31/9999,TRUE
19916,CUST014453,Nova Financial Ltd,Enterprise,Singapore,4/11/2019,4/5/2020,FALSE
19917,CUST014453,Nova Financial Ltd,Consumer,Singapore,4/6/2020,12/31/9999,TRUE
19918,CUST014454,Pioneer Industries Ltd,SMB,Brazil,12/20/2019,12/31/9999,TRUE
19919,CUST014455,Evergreen Financial Inc,Startup,Canada,8/11/2019,2/7/2021,FALSE
19920,CUST014455,Evergreen Financial Inc,SMB,Canada,2/8/2021,12/31/9999,TRUE
19921,CUST014456,Jennifer Ivanov,Consumer,Singapore,1/24/2021,12/31/9999,TRUE
19922,CUST014457,Quantum Robotics Inc,Startup,Argentina,11/1/2022,12/31/9999,TRUE
19923,CUST014458,Jessica Garcia,Consumer,Australia,5/3/2019,12/31/9999,TRUE
19924,CUST014459,Halcyon Retail PLC,Startup,Australia,2/18/2020,12/31/9999,TRUE
19925,CUST014460,Evergreen Consulting Ltd,Enterprise,Netherlands,11/19/2019,3/26/2021,FALSE
19926,CUST014460,Evergreen Consulting Ltd,Enterprise,Netherlands,3/27/2021,12/31/9999,TRUE
19927,CUST014461,Vertex Manufacturing Corp,Mid-Market,Argentina,7/1/2022,12/31/9999,TRUE
19928,CUST014462,Nova Motors Corp,SMB,Australia,11/4/2022,8/12/2023,FALSE
19929,CUST014462,Nova Motors Corp,SMB,Australia,8/13/2023,12/31/9999,TRUE
19930,CUST014463,Cobalt Systems Holdings,Education,Canada,7/12/2019,12/31/9999,TRUE
19931,CUST014464,Prime Consulting Inc,Education,Germany,3/3/2020,12/31/9999,TRUE
19932,CUST014465,Wei Ivanov,Consumer,Australia,6/6/2019,12/31/9999,TRUE
19933,CUST014466,Nova Systems Corp,Education,Chile,4/24/2018,12/31/9999,TRUE
19934,CUST014467,Sarah Andersen,Consumer,Germany,10/12/2021,12/31/9999,TRUE
19935,CUST014468,Northern Consulting Ltd,Enterprise,China,4/16/2018,12/31/9999,TRUE
19936,CUST014469,Aisha Brown,Consumer,Brazil,9/21/2021,7/24/2023,FALSE
19937,CUST014469,Aisha Brown,Startup,Mexico,7/25/2023,12/31/9999,TRUE
19938,CUST014470,Nova Pharma Inc,Mid-Market,United Kingdom,9/20/2018,12/31/9999,TRUE
19939,CUST014471,Pioneer Media Corp,Startup,Mexico,9/20/2018,12/31/9999,TRUE
19940,CUST014472,Cascade Solutions Corp,Mid-Market,Germany,4/21/2019,12/31/9999,TRUE
19941,CUST014473,Prime Retail Holdings,Mid-Market,United States,3/27/2020,12/31/9999,TRUE
19942,CUST014474,Pacific Robotics Holdings,Enterprise,Brazil,10/26/2021,12/31/9999,TRUE
19943,CUST014475,Summit Retail Corp,Mid-Market,Chile,11/17/2019,12/31/9999,TRUE
19944,CUST014476,Omar Costa,Consumer,India,10/1/2020,12/31/9999,TRUE
19945,CUST014477,Redwood Networks PLC,Government,Italy,9/5/2021,10/18/2022,FALSE
19946,CUST014477,Redwood Networks PLC,Mid-Market,Italy,10/19/2022,12/31/9999,TRUE
19947,CUST014478,Horizon Solutions Corp,Startup,Brazil,6/6/2018,12/31/9999,TRUE
19948,CUST014479,Cobalt Energy Corp,SMB,Australia,9/23/2021,7/14/2023,FALSE
19949,CUST014479,Cobalt Energy Corp,SMB,Australia,7/15/2023,3/27/2024,FALSE
19950,CUST014479,Cobalt Energy Corp,Government,Australia,3/28/2024,12/31/9999,TRUE
19951,CUST014480,Onyx Retail Co,Mid-Market,Germany,2/1/2018,12/31/9999,TRUE
19952,CUST014481,Cobalt Manufacturing Ltd,Government,Japan,11/28/2022,12/31/9999,TRUE
19953,CUST014482,Cobalt Solutions PLC,Mid-Market,Mexico,11/22/2022,12/31/9999,TRUE
19954,CUST014483,Cascade Networks Holdings,Enterprise,Italy,1/17/2021,12/31/9999,TRUE
19955,CUST014484,Apex Solutions Group,SMB,Australia,9/14/2022,12/31/9999,TRUE
19956,CUST014485,Cobalt Manufacturing Group,SMB,India,10/11/2022,9/30/2024,FALSE
19957,CUST014485,Cobalt Manufacturing Group,Enterprise,Brazil,10/1/2024,12/31/9999,TRUE
19958,CUST014486,Aisha Reyes,Consumer,United States,10/5/2018,12/31/9999,TRUE
19959,CUST014487,Prime Consulting PLC,Mid-Market,Netherlands,3/27/2021,12/31/9999,TRUE
19960,CUST014488,Horizon Software Co,Enterprise,Brazil,2/3/2018,12/31/9999,TRUE
19961,CUST014489,Pioneer Financial Co,Government,Netherlands,11/15/2018,2/24/2020,FALSE
19962,CUST014489,Pioneer Financial Co,Mid-Market,Netherlands,2/25/2020,12/31/9999,TRUE
19963,CUST014490,Cascade Systems PLC,Government,Spain,11/7/2021,12/31/9999,TRUE
19964,CUST014491,Meridian Media PLC,Mid-Market,Mexico,5/16/2022,12/31/9999,TRUE
19965,CUST014492,Redwood Systems Corp,Startup,United States,6/18/2021,12/31/9999,TRUE
19966,CUST014493,Atlas Pharma PLC,Startup,France,5/22/2021,5/6/2023,FALSE
19967,CUST014493,Atlas Pharma PLC,Startup,France,5/7/2023,12/31/9999,TRUE
19968,CUST014494,Vertex Robotics Inc,Startup,Australia,7/21/2021,12/31/9999,TRUE
19969,CUST014495,Sterling Systems Corp,Startup,Argentina,9/12/2021,12/31/9999,TRUE
19970,CUST014496,Pioneer Software LLC,Education,Brazil,8/20/2021,4/15/2023,FALSE
19971,CUST014496,Pioneer Software LLC,Education,Brazil,4/16/2023,12/31/9999,TRUE
19972,CUST014497,Summit Consulting LLC,Startup,Spain,8/6/2020,11/22/2022,FALSE
19973,CUST014497,Summit Consulting LLC,Startup,Spain,11/23/2022,10/22/2023,FALSE
19974,CUST014497,Summit Consulting LLC,Startup,Spain,10/23/2023,12/31/9999,TRUE
19975,CUST014498,Sterling Logistics Holdings,Education,Germany,7/18/2021,4/20/2023,FALSE
19976,CUST014498,Sterling Logistics Holdings,Startup,United Kingdom,4/21/2023,12/31/9999,TRUE
19977,CUST014499,Evergreen Energy Ltd,Enterprise,United Kingdom,10/13/2020,12/31/9999,TRUE
19978,CUST014500,Global Media PLC,Education,Canada,10/9/2020,12/31/9999,TRUE
19979,CUST014501,Apex Dynamics Group,Enterprise,Brazil,4/7/2021,12/31/9999,TRUE
19980,CUST014502,Sterling Robotics PLC,SMB,Italy,11/3/2019,6/9/2021,FALSE
19981,CUST014502,Sterling Robotics PLC,SMB,United States,6/10/2021,12/31/9999,TRUE
19982,CUST014503,Cobalt Robotics LLC,Mid-Market,China,3/19/2018,4/22/2019,FALSE
19983,CUST014503,Cobalt Robotics LLC,Mid-Market,Spain,4/23/2019,5/18/2020,FALSE
19984,CUST014503,Cobalt Robotics LLC,Mid-Market,United Kingdom,5/19/2020,12/31/9999,TRUE
19985,CUST014504,Michael Williams,Consumer,Italy,5/27/2018,12/31/9999,TRUE
19986,CUST014505,Apex Software Inc,SMB,Japan,9/20/2021,9/14/2022,FALSE
19987,CUST014505,Apex Software Inc,SMB,Japan,9/15/2022,7/2/2023,FALSE
19988,CUST014505,Apex Software Inc,Enterprise,Germany,7/3/2023,12/31/9999,TRUE
19989,CUST014506,Global Retail Inc,Enterprise,Chile,3/23/2021,12/31/9999,TRUE
19990,CUST014507,Apex Industries Holdings,Enterprise,Italy,7/20/2021,12/31/9999,TRUE
19991,CUST014508,Redwood Manufacturing PLC,Startup,United States,5/4/2020,12/31/9999,TRUE
19992,CUST014509,Cascade Manufacturing Co,Government,India,12/23/2019,6/15/2021,FALSE
19993,CUST014509,Cascade Manufacturing Co,Startup,Italy,6/16/2021,11/24/2022,FALSE
19994,CUST014509,Cascade Manufacturing Co,Startup,Netherlands,11/25/2022,12/31/9999,TRUE
19995,CUST014510,Quantum Dynamics Corp,Government,China,8/1/2018,12/31/9999,TRUE
19996,CUST014511,Raj Haddad,Consumer,Japan,1/20/2019,12/31/9999,TRUE
19997,CUST014512,Summit Textiles Group,Education,Spain,3/20/2020,12/31/9999,TRUE
19998,CUST014513,Vertex Systems Co,SMB,Italy,4/18/2019,9/3/2020,FALSE
19999,CUST014513,Vertex Systems Co,SMB,Brazil,9/4/2020,12/31/9999,TRUE
20000,CUST014514,Meridian Textiles PLC,Government,Australia,9/21/2018,12/31/9999,TRUE
20001,CUST014515,Meridian Textiles Holdings,Education,Brazil,1/2/2021,12/31/9999,TRUE
20002,CUST014516,Summit Dynamics Ltd,Government,Australia,9/27/2021,12/31/9999,TRUE
20003,CUST014517,Redwood Solutions PLC,Government,Australia,11/14/2020,12/31/9999,TRUE
20004,CUST014518,Onyx Robotics Co,SMB,Argentina,6/25/2021,3/22/2023,FALSE
20005,CUST014518,Onyx Robotics Co,Government,Argentina,3/23/2023,6/7/2024,FALSE
20006,CUST014518,Onyx Robotics Co,Government,Argentina,6/8/2024,12/31/9999,TRUE
20007,CUST014519,Halcyon Pharma PLC,Mid-Market,Argentina,8/4/2022,12/31/9999,TRUE
20008,CUST014520,Summit Logistics Ltd,SMB,Chile,12/6/2018,12/31/9999,TRUE
20009,CUST014521,Quantum Energy Corp,Government,Spain,7/3/2021,12/31/9999,TRUE
20010,CUST014522,Atlas Robotics Ltd,SMB,Chile,2/15/2021,12/31/9999,TRUE
20011,CUST014523,Quantum Software Group,Mid-Market,India,10/18/2019,12/31/9999,TRUE
20012,CUST014524,Apex Textiles Co,Startup,Brazil,6/27/2019,5/12/2021,FALSE
20013,CUST014524,Apex Textiles Co,Startup,Brazil,5/13/2021,12/31/9999,TRUE
20014,CUST014525,Vertex Industries Corp,Startup,Mexico,11/21/2021,12/31/9999,TRUE
20015,CUST014526,Vertex Industries Ltd,Startup,United Kingdom,3/23/2020,5/25/2022,FALSE
20016,CUST014526,Vertex Industries Ltd,Government,Spain,5/26/2022,5/18/2024,FALSE
20017,CUST014526,Vertex Industries Ltd,SMB,Spain,5/19/2024,12/31/9999,TRUE
